ID;Estado;Línea;Categoría;Nombre;Marca;Precio;Disponibilidad;Descripción;Talla;Color;Etiqueta;Carpeta categoría;Carpeta producto;Imágenes
S10;Activo;Style;Ropa deportiva / conjunto mujer;Short nylon unicolor + top;LIHEN.CO;33000;Disponible / por confirmar;Short nylon unicolor + top de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / conjunto mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;short_nylon_unicolor_top;./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_0.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_1.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_2.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_3.webp|./assets/productos/STYLE/ropa_deportiva/short_nylon_unicolor_top/short_nylon_unicolor_top_4.webp
S51;Activo;Style;Ropa deportiva / sudadera mujer;Sudadera bota recta burda + chaqueta;LIHEN.CO;82500;Disponible / por confirmar;Sudadera bota recta burda + chaqueta de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / sudadera mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva;sudadera_bota_recta_burda_chaqueta;./assets/productos/STYLE/ropa_deportiva/sudadera_bota_recta_burda_chaqueta/sudadera_bota_recta_burda_chaqueta_0.webp
S55;Activo;Style;Ropa deportiva hombre / camiseta manga larga;Calentador hombre unicolor nacional;LIHEN.CO;37500;Disponible / por confirmar;Calentador hombre unicolor nacional de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / camiseta manga larga. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;calentador_hombre_unicolor_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/calentador_hombre_unicolor_nacional/calentador_hombre_unicolor_nacional_5.webp
S56;Activo;Style;Ropa deportiva hombre / camiseta sin mangas;Camiseta hombre esqueleto nacional;LIHEN.CO;30500;Disponible / por confirmar;Camiseta hombre esqueleto nacional de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / camiseta sin mangas. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_hombre_esqueleto_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_esqueleto_nacional/camiseta_hombre_esqueleto_nacional_4.webp
S53;Activo;Style;Ropa deportiva hombre / camiseta;Camiseta hombre unicolor nacional;LIHEN.CO;30500;Disponible / por confirmar;Camiseta hombre unicolor nacional de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / camiseta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_hombre_unicolor_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_hombre_unicolor_nacional/camiseta_hombre_unicolor_nacional_5.webp
S62;Activo;Style;Ropa deportiva hombre / camiseta;Camiseta importada hombre;LIHEN.CO;52500;Disponible / por confirmar;Camiseta importada hombre de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / camiseta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_importada_hombre;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_importada_hombre/camiseta_importada_hombre_4.webp
S54;Activo;Style;Ropa deportiva hombre / camiseta;Camiseta oversize hombre;LIHEN.CO;52500;Disponible / por confirmar;Camiseta oversize hombre de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / camiseta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;camiseta_oversize_hombre;./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_5.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_6.webp|./assets/productos/STYLE/ropa_deportiva_hombre/camiseta_oversize_hombre/camiseta_oversize_hombre_7.webp
S61;Activo;Style;Ropa deportiva hombre / chaqueta;Chaqueta hombre antifluido con capucha;LIHEN.CO;67500;Disponible / por confirmar;Chaqueta hombre antifluido con capucha de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / chaqueta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;chaqueta_hombre_antifluido_con_capucha;./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_4.webp|./assets/productos/STYLE/ropa_deportiva_hombre/chaqueta_hombre_antifluido_con_capucha/chaqueta_hombre_antifluido_con_capucha_5.webp
S57;Activo;Style;Ropa deportiva hombre / licra corta;Licra corta hombre nacional;LIHEN.CO;40500;Disponible / por confirmar;Licra corta hombre nacional de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / licra corta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;licra_corta_hombre_nacional;./assets/productos/STYLE/ropa_deportiva_hombre/licra_corta_hombre_nacional/licra_corta_hombre_nacional_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/licra_corta_hombre_nacional/licra_corta_hombre_nacional_1.webp
S64;Activo;Style;Ropa deportiva hombre / pantaloneta;Pantaloneta importada hombre con licra interna;LIHEN.CO;48000;Disponible / por confirmar;Pantaloneta importada hombre con licra interna de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / pantaloneta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;pantaloneta_importada_hombre_con_licra_interna;./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_con_licra_interna/pantaloneta_importada_hombre_con_licra_interna_3.webp
S63;Activo;Style;Ropa deportiva hombre / pantaloneta;Pantaloneta importada hombre sin licra interna;LIHEN.CO;52500;Disponible / por confirmar;Pantaloneta importada hombre sin licra interna de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / pantaloneta. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;pantaloneta_importada_hombre_sin_licra_interna;./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/pantaloneta_importada_hombre_sin_licra_interna/pantaloneta_importada_hombre_sin_licra_interna_3.webp
S58;Activo;Style;Ropa deportiva hombre / sudadera;Sudadera nacional hombre antifluido;LIHEN.CO;52500;Disponible / por confirmar;Sudadera nacional hombre antifluido de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva hombre / sudadera. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_hombre;sudadera_nacional_hombre_antifluido;./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_0.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_1.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_2.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_3.webp|./assets/productos/STYLE/ropa_deportiva_hombre/sudadera_nacional_hombre_antifluido/sudadera_nacional_hombre_antifluido_4.webp
S65;Activo;Style;Ropa deportiva niño / camiseta manga larga;Calentador niño;LIHEN.CO;22500;Disponible / por confirmar;Calentador niño de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva niño / camiseta manga larga. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;ropa_deportiva_nino;calentador_nino;./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_0.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_1.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_2.webp|./assets/productos/STYLE/ropa_deportiva_nino/calentador_nino/calentador_nino_3.webp
S19;Activo;Style;Ropa deportiva / vestido mujer;Vestido Karla suplex;LIHEN.CO;72000;Disponible / por confirmar;Vestido Karla suplex de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / vestido mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_karla_suplex;./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_3.webp|./assets/productos/STYLE/vestidos/vestido_karla_suplex/vestido_karla_suplex_4.webp
S18;Activo;Style;Ropa deportiva / vestido mujer;Vestido Lola suplex;LIHEN.CO;72500;Disponible / por confirmar;Vestido Lola suplex de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / vestido mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_lola_suplex;./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_lola_suplex/vestido_lola_suplex_3.webp
S20;Activo;Style;Ropa deportiva / vestido mujer;Vestido manga corta prenses suplex;LIHEN.CO;75000;Disponible / por confirmar;Vestido manga corta prenses suplex de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / vestido mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_manga_corta_prenses_suplex;./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_manga_corta_prenses_suplex/vestido_manga_corta_prenses_suplex_2.webp
S21;Activo;Style;Ropa deportiva / vestido mujer;Vestido manga larga prenses suplex;LIHEN.CO;79500;Disponible / por confirmar;Vestido manga larga prenses suplex de LIHEN.CO. Producto confirmado para el catálogo de LIHEN.CO en la categoría Ropa deportiva / vestido mujer. Consulta por WhatsApp para confirmar disponibilidad, talla, color o referencia antes de realizar el pedido.;Por confirmar;Por confirmar;Producto confirmado;vestidos;vestido_manga_larga_prenses_suplex;./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_0.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_1.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_2.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_3.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_4.webp|./assets/productos/STYLE/vestidos/vestido_manga_larga_prenses_suplex/vestido_manga_larga_prenses_suplex_5.webp
B86;Activo;Beauty Care;Cuidado facial / kit de skincare;Kit Girly Aloe Vera;Girly;140000;Disponible;Kit Girly Aloe Vera con una rutina completa para limpiar, hidratar y cuidar la piel diariamente. Incluye limpiador facial, tónico facial, sérum facial, contorno de ojos y gel hidratante. Su fórmula con aloe vera ayuda a mantener el rostro fresco, suave y con una apariencia saludable. Ideal para una rutina de skincare práctica y completa.;Kit de 5 productos;No aplica;Nuevo ingreso;cuidado_facial;kit_girly_aloe_vera;./assets/productos/BEAUTY_CARE/cuidado_facial/kit_girly_aloe_vera/kit_girly_aloe_vera_0.webp|./assets/productos/BEAUTY_CARE/cuidado_facial/kit_girly_aloe_vera/kit_girly_aloe_vera_1.webp
B87;Activo;Beauty Care;Cuidado corporal / hidratación;Gel Oil Vaseline Cocoa Radiant;Vaseline;66000;Disponible;Gel Oil Vaseline Cocoa Radiant formulado con manteca de cacao para complementar la rutina diaria de cuidado corporal. Ayuda a suavizar la piel, aportar luminosidad y dejar una sensación ligera con un acabado radiante.;200 ml;No aplica;Nuevo ingreso;cuidado_corporal;gel_oil_vaseline_cocoa_radiant;./assets/productos/BEAUTY_CARE/cuidado_corporal/gel_oil_vaseline_cocoa_radiant/gel_oil_vaseline_cocoa_radiant_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/gel_oil_vaseline_cocoa_radiant/gel_oil_vaseline_cocoa_radiant_1.webp
B88;Activo;Beauty Care;Cuidado corporal / mantequilla corporal;Mini Mantequilla Corporal Púrpure;Púrpure by Angie Bedoya;12000;Disponible;Mini mantequilla corporal Púrpure con textura cremosa, ideal para complementar la rutina diaria de cuidado corporal. Ayuda a mantener la piel suave, hidratada y delicadamente perfumada. Su presentación práctica permite llevarla fácilmente en el bolso o la mochila. Disponible en diferentes aromas.;Presentación mini, contenido por confirmar;Fresa, sandía, caramelo, chocolate, maracuyá y chicle;Nuevo ingreso;cuidado_corporal;mini_mantequilla_corporal_purpure;./assets/productos/BEAUTY_CARE/cuidado_corporal/mini_mantequilla_corporal_purpure/mini_mantequilla_corporal_purpure_0.webp|./assets/productos/BEAUTY_CARE/cuidado_corporal/mini_mantequilla_corporal_purpure/mini_mantequilla_corporal_purpure_1.webp
B89;Activo;Beauty Care;Maquillaje / labios;Lip Gloss Destiny;Destiny by La Segura;29000;Disponible;Lip Gloss Destiny by La Segura con brillo intenso y acabado luminoso. Su textura ligera ayuda a mantener los labios con una sensación cómoda e hidratante, sin acabado pesado. Puede usarse solo o sobre el labial favorito y está disponible en seis tonos.;Unidad;Berry Fondue, Tropical Lust, Sangria Kiss, Velvet Cherry, Litchi Honey y Fairy Dust;Nuevo ingreso;maquillaje_de_labios;lip_gloss_destiny;./assets/productos/BEAUTY_CARE/maquillaje_de_labios/lip_gloss_destiny/lip_gloss_destiny_0.webp|./assets/productos/BEAUTY_CARE/maquillaje_de_labios/lip_gloss_destiny/lip_gloss_destiny_1.webp|./assets/productos/BEAUTY_CARE/maquillaje_de_labios/lip_gloss_destiny/lip_gloss_destiny_2.webp
B90;Activo;Beauty Care;Maquillaje / labios;Dúo Lip Liner & Gloss Destiny;Destiny by La Segura;44900;Disponible;Dúo Lip Liner & Gloss Destiny by La Segura, ideal para lograr un acabado definido y luminoso. Incluye lip gloss de textura ligera con brillo sutil y un delineador de aplicación precisa que ayuda a perfilar y complementar el maquillaje de labios. Disponible en seis tonos.;Dúo;Fairy Dust, Berry Fondue, Litchi Honey, Sangria Kiss, Tropical Lust y Velvet Cherry;Nuevo ingreso;maquillaje_de_labios;duo_lip_liner_gloss_destiny;./assets/productos/BEAUTY_CARE/maquillaje_de_labios/duo_lip_liner_gloss_destiny/duo_lip_liner_gloss_destiny_0.webp|./assets/productos/BEAUTY_CARE/maquillaje_de_labios/duo_lip_liner_gloss_destiny/duo_lip_liner_gloss_destiny_1.webp
S66;Activo;Style;Ropa casual hombre / camiseta;Camiseta clásica Polo en tela fría;Polo;40000;Disponible;Camiseta clásica para hombre elaborada en tela fría, fresca y ligera. Cuenta con diseño de cuello redondo, manga corta y logo Polo bordado en el pecho. Su estilo versátil permite combinarla con jeans, joggers o shorts para crear un look casual y cómodo. Disponible en tallas S, M, L y XL, y en varios colores.;S, M, L y XL;Beige, rojo, blanco, gris, negro y rosado;Nuevo ingreso;ropa_casual_hombre;camiseta_clasica_polo_tela_fria;./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_0.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_1.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_2.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_3.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_4.webp|./assets/productos/STYLE/ropa_casual_hombre/camiseta_clasica_polo_tela_fria/camiseta_clasica_polo_tela_fria_5.webp
S67;Activo;Style;Ropa deportiva / licra;Licra deportiva corta Nike;Nike;35000;Disponible;Licra deportiva corta Nike elaborada en tela power, diseñada para brindar comodidad, soporte y libertad de movimiento durante el entrenamiento. Cuenta con ajuste cómodo y firme, diseño deportivo y un toque suave que favorece la silueta. Ideal para rutinas fitness y uso deportivo.;Por confirmar;Negro;Nuevo ingreso;ropa_deportiva;licra_deportiva_corta_nike;./assets/productos/STYLE/ropa_deportiva/licra_deportiva_corta_nike/licra_deportiva_corta_nike_0.webp|./assets/productos/STYLE/ropa_deportiva/licra_deportiva_corta_nike/licra_deportiva_corta_nike_1.webp
